transaction_id,sender_account_id,receiver_account_id,transaction_amount,transaction_timestamp,transaction_type,payment_channel,merchant_category,transaction_status,currency,device_id,session_id,user_id,account_age_days,current_balance,account_type,age,occupation,monthly_income,home_country,kyc_status,device_type,registered_device_match,rooted_device,emulator_detected,app_version,authentication_method,otp_verified,biometric_verified,failed_pin_attempts,session_duration,session_trust_score,sim_binding_verified,average_transaction_amount,previous_transaction_timestamp,transactions_last_1h,transactions_last_24h,international_transaction_history,last_transaction_latitude,last_transaction_longitude,last_transaction_city,hour_of_day,day_of_week,market_volatility_index,recipient_seen_before,recipient_verified,recipient_account_age_days,recipient_country,latitude,longitude,city,country,ip_country,RecipientGNNScore,is_fraud
TXN000000077,ACC0077206,ACC0002201,490.31,14/08/2025 19:04,P2M,UPI,Utilities,Success,INR,DEV0071123,SES00712525,USR059272,2673,430781,Savings,70,Business Owner,81116,India,Verified,Android,TRUE,FALSE,FALSE,1.2.0,Password + OTP,TRUE,TRUE,0,97,0.98,TRUE,2345.57,03/12/2025 11:09,3,2,FALSE,28.52005,77.404753,Noida,19,Thursday,17.64,0,1,3096,India,28.52005,77.404753,Noida,India,India,,0
TXN000000160,ACC0052809,ACC0045766,3175.81,13/08/2025 08:25,P2P,RTGS,Restaurant,Success,INR,DEV0048547,SES00485961,USR040480,2146,106896,Savings,35,Homemaker,12359,India,Verified,Android,TRUE,FALSE,FALSE,2.0.0,PIN,TRUE,FALSE,0,40,0.97,TRUE,1699.95,12/12/2025 10:55,1,10,FALSE,13.078385,80.258228,Chennai,8,Wednesday,16.15,1,1,526,India,13.078385,80.258228,Chennai,India,India,,0
TXN000000228,ACC0009358,ACC0000296,944.2,14/08/2025 14:12,P2P,Debit Card,Groceries,Success,INR,DEV0008560,SES00085904,USR007181,3425,2616,Current,36,Salaried Employee,57600,India,Verified,Android,TRUE,FALSE,FALSE,1.2.0,PIN,TRUE,FALSE,0,813,0.92,TRUE,1367.1,14/12/2025 14:44,2,17,FALSE,28.541497,77.382475,Noida,14,Thursday,20.92,0,1,186,India,28.541497,77.382475,Noida,India,India,,0
TXN000000342,ACC0005972,ACC0106914,458.18,15/08/2025 00:47,P2P,UPI,Utilities,Success,INR,DEV0005465,SES00054823,USR004600,1832,48099,Current,51,Homemaker,28879,India,Verified,Android,TRUE,TRUE,FALSE,1.2.0,Password + OTP,TRUE,FALSE,0,232,0.76,TRUE,1625.37,28/12/2025 03:56,2,5,FALSE,26.849454,80.945041,Lucknow,0,Friday,17.65,1,1,2181,India,26.849454,80.945041,Lucknow,India,India,,0
TXN000000373,ACC0027440,ACC0071994,14957.37,17/08/2025 04:57,P2M,UPI,Entertainment,Success,INR,DEV0025258,SES00252618,USR021032,2999,6036,Business,73,Retired,24624,India,Verified,Web,TRUE,FALSE,FALSE,2.0.0,PIN,TRUE,TRUE,3,120,0.93,FALSE,2327.59,30/11/2025 16:07,5,7,FALSE,12.978042,77.579116,Bengaluru,4,Sunday,18.19,1,1,2592,India,12.978042,77.579116,Bengaluru,India,India,,0
TXN000000416,ACC0029232,ACC0109108,1366.27,12/08/2025 16:28,P2P,NEFT,Rent,Success,INR,DEV0026879,SES00269025,USR022389,2162,37778,Current,68,Retired,46083,India,Verified,Android,TRUE,FALSE,FALSE,1.2.0,Biometric,TRUE,FALSE,0,351,0.97,TRUE,3625.77,25/11/2025 23:09,4,4,FALSE,22.567974,88.381824,Kolkata,16,Tuesday,23.73,1,0,2897,India,22.567974,88.381824,Kolkata,India,India,,0
TXN000000546,ACC0045748,ACC0107151,793.61,15/08/2025 06:19,P2M,UPI,Shopping,Success,INR,DEV0042047,SES00420663,USR035053,3495,60404,Savings,25,Salaried Employee,52340,India,Verified,Android,TRUE,FALSE,FALSE,1.2.0,Biometric + OTP,TRUE,TRUE,0,463,0.95,TRUE,1225.43,15/08/2025 06:19,3,17,FALSE,12.99039,77.599385,Bengaluru,6,Friday,15.95,1,1,430,India,12.99039,77.599385,Bengaluru,India,India,,0
TXN000000601,ACC0030774,ACC0074285,319.75,16/08/2025 23:19,P2M,UPI,Fuel,Success,INR,DEV0028311,SES00283339,USR023573,1441,11603,Current,66,Retired,26201,India,Rejected,Android,TRUE,FALSE,FALSE,1.0.0,PIN,TRUE,TRUE,0,138,0.97,TRUE,1377.9,11/10/2025 09:13,0,11,FALSE,17.395916,78.489796,Hyderabad,23,Saturday,21.28,0,1,3221,India,17.395916,78.489796,Hyderabad,India,India,,0
TXN000000765,ACC0116205,ACC0068471,7568.49,17/08/2025 12:14,P2M,RTGS,Fuel,Success,INR,DEV0107044,SES01071481,USR089251,647,35118,Salary,61,Retired,35304,India,Verified,Android,TRUE,FALSE,FALSE,1.1.0,PIN,TRUE,FALSE,1,564,0.95,TRUE,3990.6,20/12/2025 06:08,0,19,FALSE,26.834916,80.937159,Lucknow,12,Sunday,19.39,0,1,3501,India,26.834916,80.937159,Lucknow,India,India,,0
TXN000000781,ACC0033349,ACC0056148,1580.6,12/08/2025 17:37,P2M,UPI,Fuel,Success,INR,DEV0030640,SES00306567,USR025547,2884,33650,Savings,19,Student,15079,India,Verified,Android,TRUE,FALSE,FALSE,1.1.0,PIN,TRUE,TRUE,0,257,0.99,TRUE,1161.54,27/10/2025 21:27,4,9,FALSE,17.39832,78.494037,Hyderabad,17,Tuesday,24.27,1,0,2155,India,17.39832,78.494037,Hyderabad,India,India,,0
